Source;Target;verbindungenProTag;relativeAnzahlVerspaeteteAbfahrt;relativeAnzahlVerspaeteteAnkunft;durchschnittlicheAbfahrtsverspaetung;durchschnittlicheAnkunftsverspaetung;durchschnittlicheAbfahrtsverspaetungNurVerspaetete;durchschnittlicheAnkunftsverspaetungNurVerspaetete
287;302;39;0.9743589743589743;0.48717948717948717;102;37;105;75
288;226;53;0.6226415094339622;0.3018867924528302;51;20;82;69
288;238;14;0.5;0.6428571428571429;40;57;80;88
288;239;5;0.6;0.6;36;26;61;44
288;275;1;0.0;0.0;0;0;0;0
288;284;7;0.2857142857142857;0.2857142857142857;27;44;97;156
288;287;65;0.5384615384615384;0.3076923076923077;33;21;61;68
288;293;76;0.5;0.2631578947368421;39;22;78;85
288;819;1;0.0;0.0;0;0;0;0
288;834;68;0.4852941176470588;0.0;94;0;195;0
289;197;56;0.9642857142857143;0.16071428571428573;65;5;68;34
289;290;58;0.8620689655172413;0.7586206896551724;73;55;85;72
290;289;56;0.4107142857142857;0.0;14;0;34;0
290;291;58;0.9482758620689655;0.1724137931034483;94;8;99;52
291;290;56;0.30357142857142855;0.125;9;4;30;36
291;1398;36;0.3611111111111111;0.4166666666666667;19;19;54;47
292;226;76;0.9473684210526315;0.5394736842105263;89;44;94;82
292;293;77;0.948051948051948;0.4805194805194805;100;41;105;87
293;288;77;0.8961038961038961;0.45454545454545453;88;38;98;83
293;292;76;0.9210526315789473;0.6052631578947368;79;46;86;76
294;106;95;0.5894736842105263;0.25263157894736843;40;15;69;60
294;295;56;0.6071428571428571;0.5714285714285714;38;33;63;58
294;304;40;0.925;0.625;86;49;93;79
295;294;56;0.5;0.26785714285714285;22;9;45;37
295;296;55;0.36363636363636365;0.7090909090909091;18;37;52;53
296;295;55;0.7818181818181819;0.43636363636363634;61;15;79;36
296;297;48;0.6458333333333334;0.4583333333333333;34;22;52;50
297;296;48;0.9791666666666666;0.08333333333333333;59;1;61;21
297;298;48;0.2708333333333333;0.20833333333333334;12;8;46;41
298;297;48;0.3958333333333333;0.20833333333333334;17;8;43;39
298;299;9;0.4444444444444444;0.4444444444444444;39;25;89;57
298;1392;39;0.48717948717948717;0.2564102564102564;22;10;45;39
299;298;9;0.2222222222222222;0.0;5;0;26;0
299;300;48;0.5208333333333334;0.3333333333333333;25;11;49;35
299;1392;39;0.20512820512820512;0.5384615384615384;6;15;33;28
300;299;48;0.16666666666666666;0.3125;6;4;37;15
300;1393;39;0.9487179487179487;0.6666666666666666;53;35;55;53
301;112;59;0.7966101694915254;0.5932203389830508;95;53;120;90
301;275;23;0.9565217391304348;0.6086956521739131;85;53;89;87
301;535;38;0.631578947368421;0.2894736842105263;42;19;67;65
302;239;39;0.9743589743589743;0.6923076923076923;136;55;139;79
302;287;39;0.9743589743589743;0.717948717948718;105;40;107;56
303;161;115;0.5043478260869565;0.23478260869565218;45;15;90;64
303;238;122;0.6311475409836066;0.5;63;48;100;96
303;325;44;0.8863636363636364;0.5681818181818182;91;41;102;72
304;294;39;0.9487179487179487;0.41025641025641024;93;26;98;65
304;305;40;0.975;0.65;137;53;141;82
305;304;39;0.7435897435897436;0.3076923076923077;55;13;74;43
305;306;40;0.975;0.475;114;36;117;77
306;305;39;0.9743589743589743;0.4358974358974359;170;22;174;52
306;307;40;0.375;0.25;26;16;70;64
307;306;39;0.4358974358974359;0.1282051282051282;25;6;57;53
307;308;40;0.6;0.525;46;38;77;72
308;307;39;0.41025641025641024;0.1282051282051282;20;3;50;23
308;309;40;0.975;0.525;94;43;96;83
309;308;39;0.9743589743589743;0.1794871794871795;75;7;77;39
309;310;40;0.925;0.375;75;29;81;78
310;309;39;0.5384615384615384;0.1282051282051282;19;3;36;23
310;311;40;0.825;0.4;76;39;92;98
311;107;40;0.875;0.525;95;54;108;103
311;310;39;0.9487179487179487;0.8461538461538461;60;23;63;28
312;106;38;0.7368421052631579;0.42105263157894735;46;20;62;48
312;313;38;0.9736842105263158;0.13157894736842105;94;8;97;61
313;187;38;0.9736842105263158;0.7368421052631579;82;36;84;48
313;312;38;0.9736842105263158;0.7368421052631579;112;45;115;61
314;184;38;0.9736842105263158;0.8947368421052632;171;78;176;87
314;185;38;0.9736842105263158;0.6842105263157895;108;40;111;59
315;122;4;0.25;0.25;34;26;139;104
315;123;19;0.42105263157894735;0.10526315789473684;35;17;84;164
315;438;1;0.0;0.0;0;0;0;0
315;439;19;0.8947368421052632;0.05263157894736842;146;5;163;102
315;440;3;0.6666666666666666;0.3333333333333333;80;40;120;120
316;266;38;0.9736842105263158;0.868421052631579;181;71;186;82
316;317;39;0.9743589743589743;0.46153846153846156;136;27;140;60
317;316;38;0.868421052631579;0.2631578947368421;75;12;87;47
317;318;39;0.48717948717948717;0.20512820512820512;31;13;65;67
318;317;38;0.9473684210526315;0.5;63;21;67;42
318;319;39;0.6923076923076923;0.41025641025641024;53;27;77;67
319;318;38;0.9736842105263158;0.07894736842105263;134;7;137;98
319;320;39;0.9743589743589743;0.20512820512820512;140;7;143;38
320;319;38;0.9736842105263158;0.3157894736842105;54;12;55;38
320;321;39;0.717948717948718;0.4358974358974359;63;35;88;81
321;320;38;0.13157894736842105;0.0;10;0;77;0
322;323;46;0.43478260869565216;0.2608695652173913;24;10;55;41
322;609;40;0.35;0.3;24;26;69;87
323;322;44;0.9772727272727273;0.75;193;86;198;114
323;324;46;0.782608695652174;0.9130434782608695;56;49;72;54
324;323;44;0.7727272727272727;0.8863636363636364;83;97;107;109
324;325;46;0.717391304347826;0.2608695652173913;63;13;87;50
325;303;46;0.9347826086956522;0.8043478260869565;105;82;112;102
325;324;44;0.9772727272727273;0.9090909090909091;143;99;146;109
326;57;38;0.9736842105263158;0.5263157894736842;125;85;128;162
326;327;39;0.9743589743589743;0.8717948717948718;126;62;129;71
327;326;38;0.5789473684210527;0.7105263157894737;91;106;157;149
327;328;39;0.9743589743589743;0.7435897435897436;139;55;143;74
328;57;20;0.85;0.9;128;155;151;173
328;61;2;0.5;0.5;90;72;180;144
328;99;59;0.9322033898305084;0.7627118644067796;127;90;137;119
328;327;38;0.8421052631578947;0.631578947368421;102;66;122;104
328;340;68;0.4117647058823529;0.0;32;0;79;0
329;188;18;0.4444444444444444;0.5;25;45;56;90
329;1301;40;0.4;0.525;22;36;56;68
329;1361;40;0.35;0.275;17;9;50;35
329;1402;35;0.14285714285714285;0.5142857142857142;6;13;47;25
330;14;17;0.8235294117647058;0.47058823529411764;40;100;48;214
330;97;19;0.9473684210526315;0.6842105263157895;138;113;146;166
330;98;20;0.8;0.0;57;0;72;0
330;99;18;0.7777777777777778;0.0;34;0;44;0
330;331;104;0.7307692307692307;0.25961538461538464;39;32;54;123
330;338;36;0.8333333333333334;0.0;60;0;72;0
330;341;42;0.5952380952380952;0.4523809523809524;33;33;56;73
330;363;36;0.8055555555555556;0.0;53;0;65;0
330;923;17;0.5882352941176471;0.0;34;0;58;0
330;924;27;0.8518518518518519;0.0;46;0;54;0
330;1625;16;0.75;0.0;30;0;40;0
330;1627;8;0.5;0.0;3;0;7;0
330;1629;1;0.0;0.0;0;0;0;0
330;1630;79;0.25316455696202533;0.0;7;0;30;0
330;1634;16;0.5625;0.0;34;0;61;0
331;330;101;0.8514851485148515;0.7425742574257426;105;77;123;104
331;332;81;0.8518518518518519;0.5802469135802469;61;32;72;55
331;333;1;0.0;0.0;0;0;0;0
331;335;19;0.8947368421052632;0.3157894736842105;87;18;97;58
331;369;3;0.6666666666666666;0.3333333333333333;67;32;101;97
332;331;80;0.7875;0.7625;75;68;95;89
332;333;42;0.35714285714285715;0.38095238095238093;34;20;96;55
332;369;39;0.6410256410256411;0.5128205128205128;42;30;66;59
333;332;41;0.7804878048780488;0.6097560975609756;85;65;109;107
333;334;42;0.8571428571428571;0.3333333333333333;53;25;61;75
333;335;1;0.0;0.0;0;0;0;0
334;333;41;0.6341463414634146;0.4878048780487805;72;46;113;95
334;335;42;0.8809523809523809;0.6904761904761905;86;48;98;69
335;331;19;0.5263157894736842;0.21052631578947367;39;17;74;84
335;334;41;0.6097560975609756;0.4634146341463415;68;39;111;85
335;336;43;0.8837209302325582;0.6976744186046512;98;65;111;93
335;338;19;0.8947368421052632;0.8947368421052632;133;93;148;105
336;335;41;0.9024390243902439;0.6585365853658537;137;71;152;107
336;337;43;0.8837209302325582;0.8837209302325582;145;103;164;116
337;336;41;0.8292682926829268;0.4878048780487805;80;56;96;115
337;338;43;0.8837209302325582;0.8837209302325582;170;120;193;135
338;330;37;0.918918918918919;0.8108108108108109;251;198;273;245
338;335;19;0.3684210526315789;0.3684210526315789;34;32;92;89
338;337;41;0.4878048780487805;0.0;56;0;116;0
338;385;36;0.9444444444444444;0.8888888888888888;142;101;151;114
338;390;19;0.5789473684210527;0.8947368421052632;35;80;60;89
338;391;22;0.7727272727272727;0.045454545454545456;81;3;105;86
339;99;95;0.7894736842105263;0.6842105263157895;85;48;107;70
339;340;68;0.9705882352941176;0.9264705882352942;118;101;121;110
340;328;68;0.9705882352941176;0.9264705882352942;137;103;141;112
340;339;68;0.9558823529411765;0.6176470588235294;67;42;70;69
341;330;40;0.8;0.675;104;82;130;121
341;342;40;0.65;0.35;45;21;69;60
341;344;2;0.5;0.5;45;6;90;12
342;341;39;0.9487179487179487;0.717948717948718;146;81;154;113
342;343;40;0.9;0.5;62;24;69;48
343;342;39;0.9487179487179487;0.6923076923076923;148;80;156;116
343;344;40;0.925;0.6;94;30;101;50
344;98;42;0.5;0.2857142857142857;27;14;54;50
344;341;1;0.0;0.0;0;0;0;0
344;343;39;0.9487179487179487;0.7435897435897436;133;74;140;100
345;98;34;0.9117647058823529;0.7941176470588235;104;54;114;69
345;346;35;0.9428571428571428;0.42857142857142855;136;31;144;74
346;98;35;0.9714285714285714;0.9714285714285714;240;207;247;213
346;345;34;0.9411764705882353;0.9411764705882353;135;102;144;108
346;347;70;0.9;0.8714285714285714;82;76;91;87
347;98;1;0.0;0.0;0;0;0;0
347;99;3;0.6666666666666666;0.3333333333333333;60;8;90;25
347;346;69;0.9710144927536232;0.9565217391304348;156;126;161;131
347;348;70;0.7571428571428571;0.44285714285714284;65;37;86;84
348;347;69;0.9710144927536232;0.9565217391304348;174;127;179;133
348;349;70;0.9285714285714286;0.7571428571428571;101;64;109;85
349;348;69;0.9565217391304348;0.9130434782608695;113;99;118;108
349;350;70;0.8428571428571429;0.6571428571428571;79;56;94;86
350;99;70;0.8428571428571429;0.6428571428571429;82;58;98;91
350;349;69;0.9420289855072463;0.8840579710144928;116;92;124;104
351;352;58;0.39655172413793105;0.1724137931034483;19;9;48;57
351;355;8;0.375;0.5;32;63;86;126
351;356;17;0.9411764705882353;0.6470588235294118;105;28;112;44
352;97;16;0.3125;0.875;21;47;68;53
352;351;55;0.7272727272727273;0.32727272727272727;49;23;68;71
352;353;42;0.5714285714285714;0.7619047619047619;28;24;50;31
353;97;42;0.9761904761904762;0.7619047619047619;98;43;100;56
353;352;38;0.868421052631579;0.4473684210526316;68;32;78;72
354;97;28;0.9285714285714286;0.5;79;30;85;61
354;98;5;0.8;0.0;21;0;27;0
354;359;23;0.8695652173913043;0.34782608695652173;55;25;64;72
355;351;9;0.7777777777777778;0.8888888888888888;69;73;89;82
355;356;8;0.875;0.75;71;55;81;73
356;96;2;0.5;0.5;72;30;145;60
356;97;3;0.3333333333333333;0.3333333333333333;43;4;130;14
356;351;16;0.375;0.375;13;14;36;37
356;355;9;0.6666666666666666;0.3333333333333333;19;13;29;41
356;358;19;0.8421052631578947;0.7368421052631579;60;55;71;75
356;489;1;0.0;0.0;0;0;0;0
357;358;19;0.15789473684210525;0.0;5;0;36;0
357;534;15;0.6666666666666666;0.0;43;0;65;0
358;356;19;0.6842105263157895;0.9473684210526315;35;39;51;41
358;357;19;0.8421052631578947;0.47368421052631576;72;28;85;60
359;97;13;0.15384615384615385;0.15384615384615385;9;19;64;125
359;354;23;0.391304347826087;0.5652173913043478;25;37;65;66
359;360;23;0.21739130434782608;0.30434782608695654;26;25;122;83
359;362;13;0.15384615384615385;0.15384615384615385;10;28;66;183
360;359;23;0.9565217391304348;0.8695652173913043;231;87;241;101
360;361;23;0.9565217391304348;0.8260869565217391;162;45;169;55
361;360;23;0.9130434782608695;0.7391304347826086;114;53;125;72
361;362;23;0.9130434782608695;0.8260869565217391;87;61;96;74
362;359;13;0.3076923076923077;0.3076923076923077;28;31;92;101
362;361;23;0.9565217391304348;0.9130434782608695;97;66;102;73
362;363;36;0.9722222222222222;0.5833333333333334;210;44;216;76
363;330;36;0.8611111111111112;0.08333333333333333;65;1;75;13
363;362;36;0.6944444444444444;0.1111111111111111;50;9;73;88
364;365;34;0.3235294117647059;0.23529411764705882;25;20;79;86
364;379;36;0.4444444444444444;0.5;38;45;86;91
365;364;34;0.6764705882352942;0.4411764705882353;69;33;102;76
365;366;34;0.3235294117647059;0.2647058823529412;13;14;42;56
366;365;34;0.9705882352941176;0.3235294117647059;246;25;254;79
366;367;34;0.9705882352941176;0.9411764705882353;352;55;363;58
367;366;34;0.9705882352941176;0.5;421;43;434;86
367;368;34;0.9705882352941176;0.9705882352941176;234;121;241;124
368;275;34;0.38235294117647056;0.38235294117647056;16;18;42;49
368;367;34;0.6176470588235294;0.17647058823529413;67;9;109;56
369;331;2;0.5;0.5;7;22;15;44
369;332;39;0.9743589743589743;0.46153846153846156;101;38;103;83
369;370;42;0.7857142857142857;0.5476190476190477;56;23;72;43
370;369;41;0.975609756097561;0.926829268292683;148;112;152;121
370;371;42;0.9761904761904762;0.9523809523809523;135;100;138;106
371;370;41;0.975609756097561;0.975609756097561;223;78;229;80
371;372;42;0.9761904761904762;0.8095238095238095;153;74;157;91
372;371;41;0.975609756097561;0.8536585365853658;157;43;161;50
372;373;42;0.9761904761904762;0.9523809523809523;178;101;183;106
373;372;41;0.4146341463414634;0.2926829268292683;22;17;54;59
373;374;36;0.4166666666666667;0.3611111111111111;31;21;74;60
374;373;36;0.9722222222222222;0.8611111111111112;163;83;168;97
374;375;36;0.5277777777777778;0.3333333333333333;40;27;76;82
375;374;36;0.8888888888888888;0.8611111111111112;97;68;109;79
375;376;36;0.8333333333333334;0.3333333333333333;58;24;69;73
376;375;36;0.9722222222222222;0.5277777777777778;255;53;262;101
376;377;36;0.9722222222222222;0.3611111111111111;92;33;95;92
377;376;36;0.5277777777777778;0.5277777777777778;49;59;94;112
377;378;36;0.6944444444444444;0.2777777777777778;50;26;73;93
378;377;36;0.9722222222222222;0.6111111111111112;117;56;121;92
378;379;36;0.9722222222222222;0.9722222222222222;462;74;475;76
379;364;36;0.9722222222222222;0.6111111111111112;230;44;236;72
379;378;36;0.9722222222222222;0.9722222222222222;351;81;361;84
380;99;28;0.9642857142857143;0.0;46;0;47;0
380;381;28;0.9642857142857143;0.14285714285714285;213;2;221;18
381;380;28;0.9642857142857143;0.03571428571428571;161;0;167;9
381;382;28;0.9642857142857143;0.9642857142857143;155;60;161;62
382;381;28;0.9642857142857143;0.10714285714285714;219;3;227;35
382;383;28;0.9285714285714286;0.03571428571428571;39;0;43;4
383;382;28;0.07142857142857142;0.0;2;0;41;0
384;14;71;0.9436619718309859;0.676056338028169;121;79;128;117
384;385;41;0.975609756097561;0.8048780487804879;87;53;89;66
384;602;29;0.9310344827586207;0.9310344827586207;123;84;133;90
385;13;18;0.8888888888888888;0.5555555555555556;98;53;110;95
385;14;19;0.8947368421052632;0.631578947368421;139;95;155;151
385;338;37;0.8648648648648649;0.7027027027027027;203;180;235;256
385;384;41;0.7073170731707317;0.4878048780487805;86;56;122;116
385;386;23;0.8695652173913043;0.8260869565217391;58;43;67;52
385;387;18;0.9444444444444444;0.5;100;57;106;115
385;620;34;0.29411764705882354;0.0;14;0;49;0
386;385;22;0.8636363636363636;0.6363636363636364;141;85;164;134
386;387;23;0.9565217391304348;0.9130434782608695;137;71;143;78
387;385;19;0.9473684210526315;0.47368421052631576;75;24;80;50
387;386;22;0.9545454545454546;0.7727272727272727;134;101;141;130
387;388;41;0.6829268292682927;0.9024390243902439;54;85;79;94
388;387;41;0.975609756097561;0.8780487804878049;151;89;154;101
388;389;41;0.975609756097561;0.8780487804878049;121;88;124;101
389;388;41;0.9024390243902439;0.7073170731707317;108;72;120;102
389;390;41;0.7073170731707317;0.7317073170731707;74;70;105;96
390;338;19;0.8421052631578947;0.47368421052631576;82;44;97;94
390;389;41;0.975609756097561;0.7073170731707317;134;76;137;107
390;391;22;0.7727272727272727;0.6818181818181818;125;74;161;109
391;338;22;0.7272727272727273;0.7272727272727273;127;106;174;146
391;390;22;0.9545454545454546;0.7727272727272727;123;80;129;104
392;393;42;0.9523809523809523;0.9523809523809523;168;135;177;142
392;397;45;0.9111111111111111;0.9111111111111111;92;106;101;116
393;392;45;0.9111111111111111;0.28888888888888886;106;55;116;190
393;394;42;0.9523809523809523;0.8333333333333334;162;113;170;136
394;393;45;0.28888888888888886;0.24444444444444444;55;48;191;200
394;395;42;0.5238095238095238;0.5714285714285714;68;70;131;123
395;394;44;0.9090909090909091;0.5454545454545454;93;61;102;112
395;396;35;0.9714285714285714;0.6285714285714286;139;83;143;132
396;394;1;0.0;0.0;0;0;0;0
396;395;35;0.3142857142857143;0.0;52;0;166;0
397;127;45;0.5111111111111111;0.35555555555555557;105;84;205;236
397;392;42;0.7857142857142857;0.42857142857142855;99;68;126;160
398;127;67;0.9850746268656716;0.417910447761194;136;43;138;104
398;399;67;0.8805970149253731;0.44776119402985076;50;30;56;68
399;398;67;0.7761194029850746;0.29850746268656714;79;31;102;105
399;400;67;0.7910447761194029;0.34328358208955223;66;19;83;56
400;399;67;0.8507462686567164;0.7164179104477612;97;74;115;104
400;401;67;0.9850746268656716;0.9104477611940298;117;74;119;81
401;400;67;0.9104477611940298;0.7313432835820896;111;78;122;106
401;402;67;0.9701492537313433;0.9850746268656716;107;176;110;179
402;222;67;0.8656716417910447;0.29850746268656714;84;21;98;73
402;401;67;0.7164179104477612;0.7761194029850746;74;86;104;111
403;222;67;0.9850746268656716;0.9850746268656716;230;160;234;162
403;404;67;0.9850746268656716;0.9701492537313433;174;126;176;130
404;403;67;0.9850746268656716;0.9850746268656716;155;120;157;122
404;405;67;0.9402985074626866;0.26865671641791045;114;24;121;90
405;221;67;0.9701492537313433;0.9552238805970149;206;128;213;134
405;404;67;0.9850746268656716;0.746268656716418;159;79;162;106
406;127;65;0.2;0.0;12;0;62;0
407;14;37;0.7027027027027027;0.5135135135135135;90;75;128;146
407;408;34;0.8823529411764706;0.6470588235294118;108;70;123;109
407;602;1;0.0;0.0;0;0;0;0
407;604;29;0.5172413793103449;0.0;41;0;79;0
407;937;34;0.8235294117647058;0.0;67;0;81;0
407;1248;72;0.5972222222222222;0.0;49;0;82;0
408;407;37;0.7567567567567568;0.6216216216216216;100;79;133;128
408;409;14;0.8571428571428571;0.5;102;38;119;77
408;410;20;0.8;0.65;121;89;152;137
409;13;34;0.7352941176470589;0.6764705882352942;97;100;133;147
409;408;17;0.9411764705882353;0.7058823529411765;200;116;212;165
409;410;20;0.95;0.75;167;82;176;109
409;849;40;0.65;0.1;48;11;74;118
409;850;58;0.5862068965517241;0.39655172413793105;56;52;97;132
409;858;35;0.6285714285714286;0.22857142857142856;67;33;107;148
410;408;20;0.8;0.85;119;133;148;156
410;409;20;0.75;0.85;121;130;162;152
411;412;22;0.9545454545454546;0.6363636363636364;74;35;78;56
411;417;3;0.6666666666666666;0.6666666666666666;139;106;209;160
411;427;19;0.9473684210526315;0.8421052631578947;153;116;161;137
412;411;21;0.9523809523809523;0.23809523809523808;346;7;364;29
412;413;22;0.9545454545454546;0.0;245;0;256;0
413;411;1;0.0;0.0;0;0;0;0
413;412;21;0.8571428571428571;0.6666666666666666;113;94;132;141
413;414;22;0.5454545454545454;0.22727272727272727;38;14;70;64
414;413;21;0.9047619047619048;0.8095238095238095;150;118;166;146
414;415;42;0.8571428571428571;0.7380952380952381;109;86;127;117
414;416;19;0.7894736842105263;0.6842105263157895;119;78;151;115
414;421;20;0.85;0.5;99;65;116;131
414;423;19;0.8421052631578947;0.5789473684210527;100;60;118;105
415;414;41;0.975609756097561;0.926829268292683;158;135;162;146
415;416;42;0.9761904761904762;0.9285714285714286;193;134;197;144
416;116;61;0.9836065573770492;0.9016393442622951;199;150;202;167
416;414;19;0.9473684210526315;0.7894736842105263;128;86;136;109
416;415;39;0.9487179487179487;0.6410256410256411;143;95;151;148
417;202;42;0.8333333333333334;0.42857142857142855;94;57;113;133
417;427;19;0.42105263157894735;0.0;19;0;46;0
417;1428;20;0.9;0.2;77;23;86;119
418;81;19;0.8947368421052632;0.47368421052631576;117;57;131;122
418;102;19;0.8947368421052632;0.5263157894736842;186;99;207;189
418;419;35;0.7142857142857143;0.2857142857142857;96;23;135;82
418;450;19;0.7894736842105263;0.10526315789473684;104;16;132;159
418;451;3;0.3333333333333333;0.3333333333333333;109;44;329;134
418;456;34;0.7941176470588235;0.4411764705882353;114;46;144;104
418;1221;27;0.8148148148148148;0.0;107;0;131;0
419;102;20;0.85;0.6;76;43;90;72
419;418;35;0.9142857142857143;0.6;112;64;123;107
419;449;33;0.8181818181818182;0.7575757575757576;128;97;157;128
419;450;20;0.7;0.6;71;35;101;59
419;453;18;0.2222222222222222;0.0;12;0;54;0
420;102;58;0.9655172413793104;0.9310344827586207;151;138;156;148
420;116;59;0.9830508474576272;0.9830508474576272;180;170;183;173
421;414;20;0.9;0.9;211;161;234;179
421;422;20;0.9;0.75;138;99;153;132
422;421;20;0.9;0.9;156;122;174;135
422;423;20;0.95;0.95;200;154;210;162
423;88;19;0.7894736842105263;0.47368421052631576;83;50;105;106
423;414;19;0.8947368421052632;0.7894736842105263;150;118;168;150
423;422;20;0.9;0.8;136;102;151;128
423;424;20;0.7;0.45;100;71;143;158
423;1427;13;0.0;0.0;0;0;0;0
424;423;20;0.95;0.9;168;105;177;117
424;425;20;0.9;0.7;139;110;155;157
425;88;20;0.65;0.6;115;93;177;155
425;424;20;0.9;0.8;110;75;122;94
426;88;42;0.38095238095238093;0.09523809523809523;44;21;117;220
426;555;4;0.75;0.5;174;141;232;282
427;411;19;0.9473684210526315;0.42105263157894735;85;17;90;41
427;417;19;0.9473684210526315;0.9473684210526315;466;143;492;151
428;102;35;0.9428571428571428;0.6285714285714286;163;88;173;140
428;429;35;0.9142857142857143;0.7142857142857143;90;77;99;108
429;428;35;0.9714285714285714;0.8;201;143;207;179
429;430;19;0.9473684210526315;0.6842105263157895;119;57;126;83
429;431;16;0.9375;0.75;132;71;141;94
430;429;20;0.95;0.8;217;151;229;189
430;431;19;0.9473684210526315;0.8947368421052632;142;91;150;102
431;102;1;0.0;0.0;0;0;0;0
431;124;16;0.75;0.6875;81;64;109;94
431;429;15;0.8;0.26666666666666666;86;51;108;192
431;430;20;0.95;0.8;166;122;174;152
431;432;19;0.7894736842105263;0.6842105263157895;82;60;104;88
432;431;19;0.9473684210526315;0.8947368421052632;213;160;225;179
432;433;19;0.9473684210526315;0.9473684210526315;159;119;168;125
433;431;1;0.0;0.0;0;0;0;0
433;432;19;0.9473684210526315;0.9473684210526315;198;175;209;185
433;434;19;0.9473684210526315;0.9473684210526315;171;116;180;123
434;124;19;0.9473684210526315;0.8947368421052632;165;105;175;118
434;433;20;0.95;0.75;177;130;186;174
435;124;37;0.972972972972973;0.972972972972973;262;232;269;239
435;436;36;0.9722222222222222;0.9444444444444444;148;96;152;102
436;124;1;0.0;0.0;0;0;0;0
436;435;36;0.9722222222222222;0.9722222222222222;259;200;267;206
436;437;36;0.9722222222222222;0.9166666666666666;139;95;143;103
437;123;36;0.9722222222222222;0.9722222222222222;190;143;196;147
437;436;36;0.9722222222222222;0.9444444444444444;202;143;208;152
438;123;20;0.95;0.9;248;182;261;202
438;439;19;0.9473684210526315;0.7368421052631579;139;96;147;130
439;315;19;0.9473684210526315;0.631578947368421;127;88;134;139
439;438;19;0.9473684210526315;0.9473684210526315;233;187;246;198
440;122;3;0.6666666666666666;0.6666666666666666;90;64;136;97
440;315;3;0.6666666666666666;0.3333333333333333;74;32;112;97
441;116;19;0.8947368421052632;0.631578947368421;139;107;156;170
441;442;19;0.5789473684210527;0.5263157894736842;81;59;140;112
442;441;19;0.7894736842105263;0.7894736842105263;128;128;163;163
442;443;19;0.42105263157894735;0.42105263157894735;43;43;102;102
443;125;19;0.9473684210526315;0.5789473684210527;172;69;181;120
443;442;19;0.9473684210526315;0.5789473684210527;156;92;164;159
444;125;36;0.9722222222222222;0.8888888888888888;166;107;171;120
444;445;35;0.9714285714285714;0.6857142857142857;157;97;162;142
445;219;35;0.9714285714285714;0.9714285714285714;240;210;247;216
445;444;36;0.9722222222222222;0.9722222222222222;163;146;167;150
446;102;33;0.8484848484848485;0.6666666666666666;154;91;182;137
446;447;34;0.9705882352941176;0.8529411764705882;136;72;140;85
447;446;33;0.9696969696969697;0.9696969696969697;239;191;247;197
447;448;34;0.8823529411764706;0.7058823529411765;131;79;149;113
448;447;33;0.9696969696969697;0.9393939393939394;264;161;272;171
448;449;34;0.9705882352941176;0.7352941176470589;216;92;223;125
449;419;34;0.9705882352941176;0.8823529411764706;153;110;158;125
449;448;33;0.9696969696969697;0.8181818181818182;171;120;176;147
450;418;20;0.95;0.7;195;57;205;81
450;419;19;0.9473684210526315;0.8947368421052632;234;114;247;128
451;418;3;0.6666666666666666;0.6666666666666666;245;174;368;261
451;452;3;0.6666666666666666;0.3333333333333333;213;105;319;315
452;81;3;0.6666666666666666;0.6666666666666666;158;133;237;200
452;451;3;0.6666666666666666;0.6666666666666666;170;147;255;221
453;419;18;0.3888888888888889;0.3333333333333333;29;20;74;62
453;454;18;0.1111111111111111;0.1111111111111111;8;5;75;51
454;453;18;0.9444444444444444;0.8333333333333334;117;76;124;92
454;455;18;0.5555555555555556;0.6111111111111112;20;20;36;34
455;124;18;0.8888888888888888;0.8888888888888888;92;44;104;49
455;454;18;0.9444444444444444;0.9444444444444444;122;57;129;61
456;418;34;0.8823529411764706;0.7647058823529411;125;72;142;94
456;457;34;0.7941176470588235;0.7647058823529411;108;89;137;117
457;456;34;0.9705882352941176;0.7941176470588235;112;91;116;114
457;458;34;0.9705882352941176;0.9705882352941176;198;161;204;166
458;457;34;0.7058823529411765;0.7647058823529411;81;65;115;85
458;459;34;0.6764705882352942;0.6470588235294118;63;84;93;129
459;458;34;0.7058823529411765;0.47058823529411764;56;31;79;67
459;460;34;0.7647058823529411;0.7058823529411765;52;52;69;74
460;459;34;0.8529411764705882;0.3235294117647059;78;20;92;62
460;461;14;0.8571428571428571;0.2857142857142857;103;34;120;119
460;462;20;0.85;0.1;76;10;90;100
461;82;34;0.9411764705882353;0.9117647058823529;110;89;117;97
461;460;14;0.9285714285714286;0.9285714285714286;140;106;151;114
461;462;20;0.95;0.95;143;109;150;115
462;460;20;0.95;0.75;259;51;273;68
462;461;20;0.95;0.4;180;19;190;49
463;82;21;0.9523809523809523;0.9047619047619048;170;106;179;117
463;464;1;0.0;0.0;0;0;0;0
463;469;19;0.9473684210526315;0.7894736842105263;64;44;67;56
464;82;2;0.0;0.0;0;0;0;0
464;463;1;0.0;0.0;0;0;0;0
464;465;2;0.5;0.5;79;67;158;134
464;470;22;0.5;0.9090909090909091;66;58;132;64
464;471;23;0.391304347826087;0.4782608695652174;34;49;88;103
465;464;1;0.0;0.0;0;0;0;0
465;466;53;0.18867924528301888;0.4528301886792453;15;43;82;95
465;471;25;0.24;0.72;25;58;106;81
465;1198;18;0.2777777777777778;0.6666666666666666;25;38;91;57
465;1199;35;0.7714285714285715;0.5142857142857142;48;27;62;53
466;465;54;0.9814814814814815;0.8518518518518519;59;34;60;40
466;467;38;0.18421052631578946;0.15789473684210525;11;7;64;49
466;1198;15;0.5333333333333333;0.26666666666666666;43;31;81;118
